file_name,predicted_class,score
deer/LowerTrailCamera_EK002359.JPG,human,0.91726416
deer/LowerTrailCamera_EK002360.JPG,human,0.92542076
deer/LowerTrailCamera_EK002361.JPG,human,0.8881203
deer/LowerTrailCamera_EK002632.JPG,squirrel,0.6649276
deer/LowerTrailCamera_EK003241.JPG,bobcat,0.6785996
deer/LowerTrailCamera_EK003483.JPG,rabbit,0.5714704
deer/LowerTrailCamera_EK003485.JPG,rabbit,0.3414043
deer/LowerTrailCamera_EK003486.JPG,squirrel,0.37167722
human/LowerTrailCamera_EK000034.JPG,squirrel,0.78868544
human/LowerTrailCamera_EK000036.JPG,nothing,0.5805642
human/LowerTrailCamera_EK000286.JPG,deer,0.9405407
human/LowerTrailCamera_EK000502.JPG,nothing,0.62873673
human/LowerTrailCamera_EK000503.JPG,squirrel,0.82882214
human/LowerTrailCamera_EK001725.JPG,squirrel,0.8200795
human/LowerTrailCamera_EK002428.JPG,squirrel,0.51328856
human/LowerTrailCamera_EK002805.JPG,deer,0.69359386
human/LowerTrailCamera_EK003919.JPG,squirrel,0.8217335
human/LowerTrailCamera_EK005788.JPG,rabbit,0.4016225
nothing/LowerTrailCamera_EK000040.JPG,deer,0.7529106
nothing/LowerTrailCamera_EK000041.JPG,deer,0.8011929
nothing/LowerTrailCamera_EK000042.JPG,deer,0.73324263
nothing/LowerTrailCamera_EK000078.JPG,squirrel,0.7664698
nothing/LowerTrailCamera_EK000079.JPG,squirrel,0.71836597
nothing/LowerTrailCamera_EK000080.JPG,squirrel,0.6843485
nothing/LowerTrailCamera_EK000090.JPG,skunk,0.7901976
nothing/LowerTrailCamera_EK000094.JPG,skunk,0.8734717
nothing/LowerTrailCamera_EK000095.JPG,skunk,0.65144986
nothing/LowerTrailCamera_EK000096.JPG,skunk,0.7826695
nothing/LowerTrailCamera_EK000179.JPG,rabbit,0.89636755
nothing/LowerTrailCamera_EK000180.JPG,rabbit,0.6849557
nothing/LowerTrailCamera_EK000312.JPG,human,0.961623
nothing/LowerTrailCamera_EK000340.JPG,deer,0.94331276
nothing/LowerTrailCamera_EK000360.JPG,squirrel,0.41358292
nothing/LowerTrailCamera_EK000368.JPG,rabbit,0.852554
nothing/LowerTrailCamera_EK000388.JPG,squirrel,0.9585254
nothing/LowerTrailCamera_EK000389.JPG,squirrel,0.95772916
nothing/LowerTrailCamera_EK000390.JPG,squirrel,0.9335386
nothing/LowerTrailCamera_EK000466.JPG,rabbit,0.42935148
nothing/LowerTrailCamera_EK000467.JPG,rabbit,0.64463496
nothing/LowerTrailCamera_EK000468.JPG,rabbit,0.5757924
nothing/LowerTrailCamera_EK000512.JPG,squirrel,0.7844153
nothing/LowerTrailCamera_EK000513.JPG,squirrel,0.781458
nothing/LowerTrailCamera_EK000587.JPG,human,0.49740648
nothing/LowerTrailCamera_EK000588.JPG,human,0.76918447
nothing/LowerTrailCamera_EK000632.JPG,skunk,0.7675139
nothing/LowerTrailCamera_EK000633.JPG,skunk,0.83408964
nothing/LowerTrailCamera_EK000737.JPG,squirrel,0.6954492
nothing/LowerTrailCamera_EK000738.JPG,squirrel,0.54565877
nothing/LowerTrailCamera_EK000754.JPG,human,0.62256014
nothing/LowerTrailCamera_EK000755.JPG,human,0.48400968
nothing/LowerTrailCamera_EK000756.JPG,squirrel,0.55275434
nothing/LowerTrailCamera_EK000790.JPG,human,0.36543474
nothing/LowerTrailCamera_EK000791.JPG,human,0.4310407
nothing/LowerTrailCamera_EK000792.JPG,squirrel,0.34557587
nothing/LowerTrailCamera_EK000804.JPG,squirrel,0.6831158
nothing/LowerTrailCamera_EK000849.JPG,squirrel,0.97112477
nothing/LowerTrailCamera_EK000899.JPG,human,0.5032383
nothing/LowerTrailCamera_EK000900.JPG,squirrel,0.72874945
nothing/LowerTrailCamera_EK001049.JPG,human,0.5067003
nothing/LowerTrailCamera_EK001050.JPG,squirrel,0.4517898
nothing/LowerTrailCamera_EK001069.JPG,skunk,0.94765556
nothing/LowerTrailCamera_EK001070.JPG,skunk,0.6574012
nothing/LowerTrailCamera_EK001071.JPG,skunk,0.8968902
nothing/LowerTrailCamera_EK001214.JPG,squirrel,0.5466859
nothing/LowerTrailCamera_EK001321.JPG,skunk,0.47800538
nothing/LowerTrailCamera_EK001459.JPG,human,0.4492219
nothing/LowerTrailCamera_EK001460.JPG,squirrel,0.6757537
nothing/LowerTrailCamera_EK001461.JPG,squirrel,0.49542877
nothing/LowerTrailCamera_EK001534.JPG,squirrel,0.97246045
nothing/LowerTrailCamera_EK001535.JPG,squirrel,0.99062914
nothing/LowerTrailCamera_EK001536.JPG,squirrel,0.9948915
nothing/LowerTrailCamera_EK001586.JPG,squirrel,0.9939948
nothing/LowerTrailCamera_EK001587.JPG,squirrel,0.9957021
nothing/LowerTrailCamera_EK001723.JPG,human,0.4375668
nothing/LowerTrailCamera_EK001788.JPG,human,0.9409075
nothing/LowerTrailCamera_EK001901.JPG,skunk,0.9966832
nothing/LowerTrailCamera_EK001902.JPG,skunk,0.98479223
nothing/LowerTrailCamera_EK001917.JPG,human,0.77930754
nothing/LowerTrailCamera_EK001954.JPG,skunk,0.840301
nothing/LowerTrailCamera_EK001956.JPG,skunk,0.8262038
nothing/LowerTrailCamera_EK002023.JPG,human,0.81140393
nothing/LowerTrailCamera_EK002026.JPG,skunk,0.99248934
